nome_fantasia,razao_social,cnpj,area_atuacao,descricao,cep,logradouro,bairro,cidade,estado,website,facebook,instagram,twitter,youtube,fundacao,num_vol,num_vol_ano,nome_resp,sobrenome_resp,cargo_resp,nome_contato,num_doacoes,doacoes,obs_doacoes,email,telefone
Caldeira Vieira - ME,Caldeira Vieira - ME e Filhos,58.039.216/0001-40,Outros/Educação,"Odio dolor debitis voluptates sed. Mollitia neque ea pariatur saepe soluta voluptates. Quaerat non ipsum ex minima suscipit.
Laudantium perferendis facilis fuga. Suscipit vitae similique dolor.",87224-967,Conjunto Carvalho,Vila Paquetá,Monteiro,PA,https://caldeira_vieira_-_me.br,https://facebook.com/caldeira_vieira_-_me,https://instagram.com/caldeira_vieira_-_me,21 986040535,https://youtube.com/caldeira_vieira_-_me,2016-05-03,3,3,Laura,Carvalho,Ambientalista,Joana,2,"roupas infantis, móveis","Aspernatur eius ex autem. Asperiores aspernatur qui iusto in quidem doloribus.
Illum optio nam excepturi ea recusandae vero.",caldeira_vieira_-_me@bol.com.br
da Rosa,da Rosa - ME,19.205.874/0001-03,Saúde,Quia doloremque maiores molestias. Minus nostrum similique odit nihil impedit facilis. Quos ipsam facere enim est repellat.,33241-158,Aeroporto João Vitor Carvalho,Manacas,Costa de Lopes,ES,https://da_rosa.br,https://facebook.com/da_rosa,https://instagram.com/da_rosa,31 929359778,https://youtube.com/da_rosa,1999-05-30,13,20,Daniel,Nascimento,Policial civil,Mariane,4,"alimentos perecíveis, outros, brinquedos, produtos para bebês",Mollitia quas ipsum voluptate inventore dolorum. Accusamus delectus distinctio culpa pariatur facere.,da_rosa@gmail.com
Moura e Filhos,Moura e Filhos - EI,02.698.754/0001-92,Proteção dos direitos civis,Quam voluptate pariatur qui repudiandae consectetur expedita. Ducimus id nisi omnis dolorem incidunt. Qui non libero sit nostrum.,45209-211,Trecho de Nascimento,Vila Nova Paraíso,Silveira,AL,https://moura_e_filhos.com,https://facebook.com/moura_e_filhos,https://instagram.com/moura_e_filhos,71 963624436,https://youtube.com/moura_e_filhos,2000-03-14,15,28,Amanda,Pires,Coreógrafo,Felipe,2,"roupas infantis, outros",Quae eos vitae amet sed. Aspernatur fugit placeat animi provident beatae. Corrupti doloribus aliquam possimus cum temporibus.,moura_e_filhos@bol.com.br
Sales,Sales e Filhos,12.593.748/0001-24,Tratamento e Recuperação de Dependentes,Amet molestiae qui laboriosam quis laborum minima praesentium. Quam dolorum officiis dolore. Commodi non delectus accusamus quibusdam. Cum voluptas nam laboriosam laboriosam facere ex.,12947-587,Travessa de Cardoso,Vila São Gabriel,da Rocha,SC,https://sales.br,https://facebook.com/sales,https://instagram.com/sales,81 911487795,https://youtube.com/sales,1978-10-30,20,20,Brenda,Nascimento,Aviador,Giovanna,3,"produtos para bebês, material de construção, sapatos",Id molestiae adipisci impedit facere similique. Quod ipsa laborum facilis consequatur esse. Facilis rerum commodi vel ipsum non ipsam.,sales@ig.com.br
Caldeira,Caldeira S/A,23.159.480/0001-33,Combate à violência,"Quia mollitia architecto a explicabo neque aperiam. Ipsa dolorem est explicabo numquam. Corporis amet facilis hic.
Itaque ab aperiam illo delectus. Voluptatibus optio itaque suscipit et incidunt.",77710-674,Campo da Costa,Heliopolis,Teixeira,MA,https://caldeira.com,https://facebook.com/caldeira,https://instagram.com/caldeira,11 946711032,https://youtube.com/caldeira,1973-06-02,18,32,Maria,Ramos,Gari,Vitor Hugo,4,"sapatos, material de construção, alimentos não perecíveis, produtos para bebês",Minima porro quae eligendi quibusdam labore accusamus. Repudiandae incidunt delectus a aut. Laboriosam quod qui sint et.,caldeira@ig.com.br
da Rocha,da Rocha S.A.,24.718.359/0001-67,Direitos Humanos e Cidadania,Maiores consequuntur dolorum quasi perspiciatis ea expedita numquam. Quos porro tenetur nobis. Necessitatibus itaque inventore accusantium voluptate voluptatem omnis eius.,88854-496,Jardim Lorenzo Correia,São João Batista,Lopes,BA,https://da_rocha.br,https://facebook.com/da_rocha,https://instagram.com/da_rocha,84 973626294,https://youtube.com/da_rocha,1975-01-27,20,38,Vitor Gabriel,Barros,Fresador,Valentina,3,"prendas, produtos para bebês, sapatos",Voluptate illum rerum repellendus iste. Atque neque officiis temporibus. Odit laboriosam dicta porro corrupti labore. Quisquam enim iste excepturi quibusdam nihil.,da_rocha@hotmail.com
da Mata e Filhos,da Mata e Filhos S.A.,91.704.682/0001-79,Assistência material,Doloribus eaque repellendus voluptas eos. Quae optio ex dolor alias.,61962-706,Loteamento de Gonçalves,Lagoa,Novaes,RN,https://da_mata_e_filhos.br,https://facebook.com/da_mata_e_filhos,https://instagram.com/da_mata_e_filhos,41 932613552,https://youtube.com/da_mata_e_filhos,1977-03-01,1,1,Luiz Miguel,Porto,Clínico geral,Júlia,2,"alimentos perecíveis, produtos de higiene pessoal",Accusantium voluptatem incidunt at. At possimus a similique doloremque nesciunt. Doloribus sequi ut natus. Nostrum sit occaecati dolor corrupti.,da_mata_e_filhos@yahoo.com.br
Barbosa,Barbosa S/A,25.783.091/0001-00,Prevenção do crime,Voluptates magni maxime. Velit nam nulla necessitatibus voluptas magni. Officia iure laudantium odio praesentium. Ipsam maiores nemo in aut nihil.,95198816,Núcleo Nogueira,Funcionários,Monteiro,DF,https://barbosa.br,https://facebook.com/barbosa,https://instagram.com/barbosa,51 989129037,https://youtube.com/barbosa,1987-11-03,8,9,Diego,Dias,Prático,Leandro,3,"alimentos não perecíveis, prendas, material de construção",Distinctio accusamus dolores. Modi in quam voluptatem unde illum nihil.,barbosa@gmail.com
da Conceição,da Conceição Ltda.,23.901.768/0001-31,Outros/Direitos Humanos,Veniam neque qui nemo natus quibusdam. Nisi iusto nesciunt sed deserunt maxime. Harum quasi dolorum consequuntur facilis magnam.,14624977,Chácara Barbosa,Ipe,Mendes da Praia,RJ,https://da_conceicao.br,https://facebook.com/da_conceicao,https://instagram.com/da_conceicao,71 901650276,https://youtube.com/da_conceicao,1981-06-20,13,21,Nicolas,Pereira,Percursionista,Valentina,3,"móveis, outros, produtos de limpeza","Vero sunt architecto sapiente. Maiores reiciendis iste maxime ab.
Quasi magnam corrupti maiores aliquam amet aliquam. Inventore laborum debitis quas voluptate est laudantium mollitia.",da_conceicao@yahoo.com.br
da Mata,da Mata - EI,46.382.107/0001-42,Direitos Humanos e Cidadania,Delectus consequatur tempore nisi similique aliquam ipsum. Illum aliquid non voluptates reiciendis voluptatum tenetur. Nemo dolor excepturi quidem cupiditate.,65167-285,Pátio Gonçalves,Serra,Aragão de Campos,PB,https://da_mata.br,https://facebook.com/da_mata,https://instagram.com/da_mata,61 968694093,https://youtube.com/da_mata,1981-06-25,19,19,Maria Cecília,da Mota,Intérprete de Bíblias,Benjamin,3,"roupas de cama, roupas de adulto, produtos para bebês",Esse eveniet magnam labore excepturi porro. Recusandae quasi error porro. Minus odit recusandae magni molestias nostrum eius. Saepe delectus laboriosam mollitia deleniti voluptatum voluptates.,da_mata@uol.com.br
da Rosa Cunha - EI,da Rosa Cunha - EI - ME,49.367.251/0001-06,Controle da poluição,Perferendis fugit inventore. Esse distinctio amet cumque vitae exercitationem. Unde expedita dolor expedita veniam tempore fugiat. Dignissimos quidem laborum quidem.,60182052,Travessa de Silveira,Belvedere,Costa da Praia,RJ,https://da_rosa_cunha_-_ei.net,https://facebook.com/da_rosa_cunha_-_ei,https://instagram.com/da_rosa_cunha_-_ei,41 926217041,https://youtube.com/da_rosa_cunha_-_ei,2018-02-13,16,25,Ana Carolina,Duarte,Peixeiro,Mariane,1,prendas,"Corporis suscipit quas quia. Illo laudantium eveniet et officia distinctio.
Iusto tempora cupiditate natus illum rerum placeat. Officiis omnis dolor.",da_rosa_cunha_-_ei@bol.com.br
Freitas Pereira S/A,Freitas Pereira S/A - ME,03.612.879/0001-10,Associações de bairro,Odio molestias libero iusto debitis repellendus. Omnis eos quisquam id. At nulla rem libero.,82648558,Lagoa Ana Julia Santos,Concórdia,Peixoto,AP,https://freitas_pereira_s/a.br,https://facebook.com/freitas_pereira_s/a,https://instagram.com/freitas_pereira_s/a,41 963391265,https://youtube.com/freitas_pereira_s/a,2004-10-05,2,4,Juan,Rocha,Farmacêutico,Davi Lucas,3,"roupas de cama, material escolar, brinquedos",Minus incidunt quasi ducimus tempore accusantium. Consequuntur deleniti nemo deserunt.,freitas_pereira_s/a@gmail.com
Nascimento,Nascimento Ltda.,40.823.957/0001-52,Controle da poluição,"Quaerat ullam est odit autem ducimus. Neque aspernatur veniam. Possimus ratione architecto.
Earum eligendi ratione repellat. Ipsam aperiam aut commodi modi ad quos mollitia.",63127-657,Rodovia de Santos,Beira Linha,Melo,SC,https://nascimento.br,https://facebook.com/nascimento,https://instagram.com/nascimento,71 910189315,https://youtube.com/nascimento,2001-12-07,0,0,Ana Lívia,Fernandes,Profissional de áudio,Alícia,2,"ração para PETs, produtos de limpeza",Vel quasi ipsum iure. Perspiciatis voluptatem ducimus aut dolor dolor. Voluptas facilis voluptates earum rerum. Quibusdam fugit sunt reiciendis odit autem.,nascimento@bol.com.br
Lopes,Lopes - EI,16.902.548/0001-67,Aconselhamento vocacional,"Distinctio id quos enim voluptatum. Eaque quos atque consequuntur sunt recusandae.
Quas mollitia vitae distinctio iste incidunt. Occaecati eos incidunt maiores.",03170065,Praça Elisa Cardoso,Jardim Leblon,Teixeira do Norte,GO,https://lopes.org,https://facebook.com/lopes,https://instagram.com/lopes,51 944472097,https://youtube.com/lopes,1995-03-15,9,17,Ana Beatriz,Monteiro,Ator,Davi Lucas,5,"produtos de higiene pessoal, material de construção, roupas infantis, roupas de adulto, sapatos",Laborum eius aliquid. Veritatis illo quam suscipit illo. Repellat cumque voluptatum nesciunt repellendus quae aspernatur. Ratione rerum sint explicabo sit maiores ducimus.,lopes@gmail.com
Peixoto,Peixoto e Filhos,87.361.952/0001-19,Profissionalização,"Magnam libero aspernatur error illum. Molestias molestias alias enim.
Ullam accusamus voluptatem dolor repellendus earum.
Nihil beatae enim.",93049223,Quadra de Gomes,Camargos,Rocha dos Dourados,SE,https://peixoto.br,https://facebook.com/peixoto,https://instagram.com/peixoto,51 916534648,https://youtube.com/peixoto,2018-09-16,17,24,Vitor Hugo,Barros,Catador de carangueijos,Samuel,3,"produtos de higiene pessoal, produtos de limpeza, produtos para bebês","Sunt natus molestias magnam. Perspiciatis quis nostrum eos magnam ipsum qui id. Deserunt ad impedit. Quis architecto iure quia.
Quis odit sint distinctio perspiciatis nemo. Odit voluptatum provident.",peixoto@yahoo.com.br
Sales,Sales S.A.,95.138.427/0001-67,Promoção da cidadania,"Illo cumque nisi ipsum doloremque sequi quod sint.
Nihil culpa itaque consequatur omnis quo magni. Inventore sunt eos magni rem hic. Totam maxime deserunt totam fugiat quasi quod.",39917-563,Área Nascimento,Tiradentes,Azevedo dos Dourados,GO,https://sales.com,https://facebook.com/sales,https://instagram.com/sales,41 959198804,https://youtube.com/sales,2020-08-29,5,7,Lívia,Farias,Modelista,Larissa,1,roupas infantis,"Placeat accusamus corrupti tempore ullam quaerat labore. Excepturi suscipit cum adipisci est.
Aperiam eaque tempora necessitatibus et accusantium.",sales@yahoo.com.br
Nogueira Freitas S.A.,Nogueira Freitas S.A. - ME,69.037.254/0001-80,Direitos da mulher,"Consequatur adipisci illo et quae. Aut alias ipsa fugit.
Illo est similique. Nam deleniti doloribus. A ut eos.",01533-601,Passarela Isabelly Lopes,Vera Cruz,Vieira,SP,https://nogueira_freitas_s.a..com,https://facebook.com/nogueira_freitas_s.a.,https://instagram.com/nogueira_freitas_s.a.,41 939714269,https://youtube.com/nogueira_freitas_s.a.,2007-02-11,3,3,Breno,Fernandes,Aeromoça,Bruno,4,"produtos de higiene pessoal, roupas de cama, ração para PETs, outros",Dolores asperiores nulla ipsa doloremque nesciunt. Quaerat cumque ipsam quibusdam qui temporibus debitis mollitia. Dicta recusandae et vero ex ex sapiente explicabo. Accusamus tempora dolorum eius.,nogueira_freitas_s.a.@uol.com.br
Sales e Filhos,Sales e Filhos S/A,98.746.235/0001-21,Profissionalização,"Quibusdam distinctio ullam maxime. Adipisci consectetur magnam repellat id odit corrupti.
Enim minus magni fuga totam.",89925-711,Viaduto de da Conceição,Estrela,Novaes,RO,https://sales_e_filhos.com,https://facebook.com/sales_e_filhos,https://instagram.com/sales_e_filhos,51 988304814,https://youtube.com/sales_e_filhos,2002-01-31,0,0,Caroline,da Luz,Leão de chácara,Enzo,4,"prendas, produtos de higiene pessoal, cobertores e cobertas, alimentos perecíveis",Dolorum odio mollitia assumenda delectus deserunt labore. Illo autem optio quia amet. Provident molestiae minus perspiciatis incidunt.,sales_e_filhos@uol.com.br
Vieira S.A.,Vieira S.A. S/A,28.074.395/0001-96,Esporte,"Amet esse quod nam corporis a cum. Cumque iusto id sit.
Laborum veritatis et quae nemo. Debitis rem quam magni eius illum culpa. Ad hic quisquam aliquam ut voluptatibus impedit.",47662394,Parque Luna Teixeira,Santa Isabel,Aragão de Cardoso,AM,https://vieira_s.a..br,https://facebook.com/vieira_s.a.,https://instagram.com/vieira_s.a.,51 985418910,https://youtube.com/vieira_s.a.,1975-04-07,10,10,Davi Lucas,da Rosa,Técnico em documentação,Paulo,1,prendas,"A ipsa aperiam adipisci. Quibusdam inventore accusantium illum. Eligendi ad molestias.
Laudantium aliquam enim. Velit reiciendis accusamus tempore ducimus dolorum.",vieira_s.a.@bol.com.br
Nascimento S/A,Nascimento S/A - ME,71.426.083/0001-23,Combate à violência,"Provident iusto voluptas cum odit rem expedita corporis. Esse nemo voluptatibus eveniet.
Laudantium ex consectetur tempora molestiae. Natus commodi et assumenda animi quasi minus.",98653360,Recanto Lara Fogaça,Serra Verde,Sales,RR,https://nascimento_s/a.br,https://facebook.com/nascimento_s/a,https://instagram.com/nascimento_s/a,51 985489672,https://youtube.com/nascimento_s/a,2019-10-23,4,5,Evelyn,Moraes,Historiador,Pietro,2,"produtos de higiene pessoal, produtos de limpeza","Dignissimos eum repudiandae quia. Velit culpa odio quisquam sint repudiandae dolor nesciunt.
Illum nisi dolores. Aspernatur harum beatae neque.",nascimento_s/a@ig.com.br
Farias Caldeira e Filhos,Farias Caldeira e Filhos S.A.,95.862.314/0001-00,Sanatório,Aliquam deserunt in fugit a corrupti. Numquam sunt quas ad qui accusamus exercitationem voluptates. Asperiores facere omnis perspiciatis fuga.,43968347,Quadra Barbosa,Jardim Do Vale,Mendes,RS,https://farias_caldeira_e_filhos.com,https://facebook.com/farias_caldeira_e_filhos,https://instagram.com/farias_caldeira_e_filhos,51 920081659,https://youtube.com/farias_caldeira_e_filhos,1997-05-31,8,9,Lucas,Nascimento,Técnico de som,Gabriela,2,"produtos de higiene pessoal, roupas de adulto",Natus quae deserunt molestiae incidunt. Enim alias reiciendis sit. Blanditiis aspernatur dolorem sapiente natus consectetur.,farias_caldeira_e_filhos@yahoo.com.br
da Luz,da Luz S.A.,80.945.216/0001-69,Desenvolvimento,Tempore ullam adipisci tempore. Minus distinctio aspernatur ratione quisquam delectus provident. Maiores nisi odio ducimus error pariatur illo sequi.,72737-732,Sítio de Rodrigues,Cidade Nova,Fogaça do Campo,PA,https://da_luz.com,https://facebook.com/da_luz,https://instagram.com/da_luz,21 904399143,https://youtube.com/da_luz,2015-07-04,9,15,Giovanna,Moraes,Engenheiro petroquímico,Ana Lívia,3,"brinquedos, produtos para bebês, alimentos perecíveis",Amet corporis labore aliquam doloremque iure veniam aspernatur. Et cumque exercitationem laborum repellendus. Ut porro eius dicta eveniet. Voluptatem molestias in rem.,da_luz@uol.com.br
Ribeiro S.A.,Ribeiro S.A. Ltda.,79.236.485/0001-77,Assistência a deficientes,Adipisci animi at iusto nihil enim animi. Assumenda sequi possimus ea cum minima optio. Sapiente ab a assumenda odit.,41987243,Quadra Rocha,Santa Cecilia,Freitas do Norte,PA,https://ribeiro_s.a..br,https://facebook.com/ribeiro_s.a.,https://instagram.com/ribeiro_s.a.,21 973391032,https://youtube.com/ribeiro_s.a.,2018-09-02,8,12,Sophia,Duarte,Fresador,Nicolas,1,produtos para bebês,Quia nihil dicta excepturi sed. Est consectetur omnis unde iste nihil. Numquam cum eligendi odit nostrum.,ribeiro_s.a.@gmail.com
Fogaça Ferreira e Filhos,Fogaça Ferreira e Filhos S/A,25.304.691/0001-48,Associações comunitárias,Aliquid laborum ex ad odit totam corrupti inventore. Odio ab sequi.,81133-154,Distrito Isis Monteiro,Prado,Pereira,MS,https://fogaca_ferreira_e_filhos.org,https://facebook.com/fogaca_ferreira_e_filhos,https://instagram.com/fogaca_ferreira_e_filhos,11 971140765,https://youtube.com/fogaca_ferreira_e_filhos,1994-05-07,3,4,Sophia,da Mata,Datilógrafo,Catarina,5,"produtos de higiene pessoal, outros, material escolar, alimentos não perecíveis, brinquedos","Eos porro repudiandae expedita. Officia possimus enim voluptatem.
Suscipit velit magni dolor. Veritatis iure quia error odit natus consequatur. Quidem voluptates ex quos earum temporibus nulla.",fogaca_ferreira_e_filhos@uol.com.br
Barbosa,Barbosa S.A.,49.381.506/0001-87,Serviços jurídicos,Molestiae quibusdam iusto sequi. Ut expedita culpa nam ipsum error laboriosam. Voluptate vel occaecati fugit nisi perspiciatis.,56101-568,Sítio Vieira,Vila Piratininga Venda Nova,da Rosa do Sul,AP,https://barbosa.br,https://facebook.com/barbosa,https://instagram.com/barbosa,31 974244796,https://youtube.com/barbosa,1984-09-26,5,9,Stella,Pinto,Empresário,Isabelly,4,"outros, brinquedos, ração para PETs, roupas infantis",Beatae debitis libero excepturi error harum est. Perferendis aspernatur quo ullam neque doloribus tempora. Doloremque pariatur libero quis.,barbosa@gmail.com
Lopes,Lopes S/A,80.193.247/0001-00,Saúde,"Sit sint illum. Repudiandae minus doloremque deleniti voluptate. Molestias labore alias voluptate sequi inventore.
Rem possimus commodi ipsam ipsa sequi aspernatur. Doloribus commodi doloremque eos.",60414-181,Trecho Melo,Cachoeirinha,Dias do Norte,MS,https://lopes.com,https://facebook.com/lopes,https://instagram.com/lopes,81 914913574,https://youtube.com/lopes,1980-09-27,5,9,Gabriel,Porto,Personal stylist,Daniel,3,"brinquedos, prendas, alimentos perecíveis",Quisquam ratione repellat fugiat corporis. Quasi aliquam voluptatum inventore.,lopes@yahoo.com.br
Rocha Moura Ltda.,Rocha Moura Ltda. - EI,68.419.705/0001-81,Assistência a adultos,Ratione cupiditate sint. Asperiores excepturi expedita consequuntur illo. Aliquam laudantium voluptatem odit occaecati quasi enim.,82404-618,Alameda de Martins,Jardim Guanabara,Ferreira,SP,https://rocha_moura_ltda..com,https://facebook.com/rocha_moura_ltda.,https://instagram.com/rocha_moura_ltda.,41 910659806,https://youtube.com/rocha_moura_ltda.,1982-02-26,15,21,Manuela,Viana,Odontologista estético,Leonardo,5,"utensílios domésticos, roupas infantis, alimentos perecíveis, cobertores e cobertas, produtos de higiene pessoal","Cupiditate repudiandae ea eos enim. Nemo eveniet laborum.
Quidem exercitationem aliquam qui officia praesentium excepturi. Voluptatum delectus recusandae praesentium ad illo amet amet.",rocha_moura_ltda.@uol.com.br
Pereira,Pereira - ME,53.721.640/0001-57,Ambulatório,"Omnis doloremque cum perspiciatis voluptatem mollitia voluptatum.
Nesciunt officia alias quia eius. Provident porro tenetur illum in. Iure quidem distinctio tenetur at.",37594501,Trevo de Dias,Santa Inês,Santos da Mata,GO,https://pereira.com,https://facebook.com/pereira,https://instagram.com/pereira,11 969115242,https://youtube.com/pereira,1974-10-09,16,20,Isaac,Fernandes,Telegrafista,João Vitor,3,"roupas de adulto, roupas infantis, utensílios domésticos",Quae placeat laboriosam pariatur. Suscipit vel aut ut ullam.,pereira@uol.com.br
da Conceição,da Conceição - ME,78.426.015/0001-03,Outros/Desenvolvimento,Unde at ullam in ut accusamus.,60584-497,Colônia Kamilly Carvalho,São Bernardo,Cardoso,PA,https://da_conceicao.br,https://facebook.com/da_conceicao,https://instagram.com/da_conceicao,21 993468439,https://youtube.com/da_conceicao,1982-12-26,13,16,Giovanna,Freitas,Clínico geral,Natália,1,ração para PETs,"In id repudiandae nihil. Asperiores quae modi quod fugit corrupti nisi.
Recusandae explicabo labore quo eos quas nemo tenetur. Porro culpa dolor tempore. Eaque distinctio illum neque esse distinctio.",da_conceicao@yahoo.com.br
Nunes,Nunes - EI,69.085.423/0001-58,Outros/Ambientalismo,Facere recusandae distinctio ex laudantium. Consequuntur numquam sequi.,97961-875,Alameda Rodrigues,São José,da Cruz,RR,https://nunes.com,https://facebook.com/nunes,https://instagram.com/nunes,11 987616862,https://youtube.com/nunes,1994-01-02,14,21,Gabriel,Cunha,Tecnólogo em geoprocessamento,Lucas Gabriel,1,sapatos,Enim cum ipsa eius soluta cum id. Architecto in nobis autem eveniet reiciendis blanditiis omnis. Quibusdam sequi minus dolores repellendus voluptatum nam. Distinctio magni consequatur ad.,nunes@bol.com.br
